# UniDic 回文ペアリスト
# 総ペア数: 7,632
# 回文: 976語
# 異なる単語のペア: 6,656組

## 異なる単語の回文ペア

### 6文字 (2組)
くて ↔ てく
くと ↔ とく
くど ↔ どく
くな ↔ なく
くに ↔ にく
くぬ ↔ ぬく
くね ↔ ねく
くの ↔ のく
くは ↔ はく
くば ↔ ばく
くひ ↔ ひく
くび ↔ びく
くぴ ↔ ぴく
くふ ↔ ふく
くぶ ↔ ぶく
くべ ↔ べく
くぺ ↔ ぺく
くほ ↔ ほく
くぼ ↔ ぼく
くぽ ↔ ぽく
くま ↔ まく
くみ ↔ みく
くむ ↔ むく
くめ ↔ めく
くも ↔ もく
くや ↔ やく
くゆ ↔ ゆく
くら ↔ らく
くり ↔ りく
くる ↔ るく
くれ ↔ れく
くろ ↔ ろく
くわ ↔ わく
くん ↔ んく
くー ↔ ーく
ぐけ ↔ けぐ
ぐさ ↔ さぐ
ぐざ ↔ ざぐ
ぐし ↔ しぐ
ぐじ ↔ じぐ
ぐす ↔ すぐ
ぐせ ↔ せぐ
ぐそ ↔ そぐ
ぐた ↔ たぐ
ぐち ↔ ちぐ
ぐつ ↔ つぐ
ぐな ↔ なぐ
ぐに ↔ にぐ
ぐね ↔ ねぐ
ぐは ↔ はぐ
ぐび ↔ びぐ
ぐふ ↔ ふぐ
ぐぶ ↔ ぶぐ
ぐへ ↔ へぐ
ぐほ ↔ ほぐ
ぐま ↔ まぐ
ぐみ ↔ みぐ
ぐむ ↔ むぐ
ぐめ ↔ めぐ
ぐも ↔ もぐ
ぐら ↔ らぐ
ぐり ↔ りぐ
ぐる ↔ るぐ
ぐれ ↔ れぐ
ぐろ ↔ ろぐ
ぐわ ↔ わぐ
けこ ↔ こけ
けご ↔ ごけ
けさ ↔ さけ
けし ↔ しけ
けじ ↔ じけ
けす ↔ すけ
けず ↔ ずけ
けせ ↔ せけ
けそ ↔ そけ
けた ↔ たけ
けだ ↔ だけ
けち ↔ ちけ
けっ ↔ っけ
けつ ↔ つけ
けて ↔ てけ
けで ↔ でけ
けと ↔ とけ
けど ↔ どけ
けな ↔ なけ
けに ↔ にけ
けぬ ↔ ぬけ
けね ↔ ねけ
けの ↔ のけ
けば ↔ ばけ
けひ ↔ ひけ
けび ↔ びけ
けぴ ↔ ぴけ
けふ ↔ ふけ
けぶ ↔ ぶけ
けべ ↔ べけ
けほ ↔ ほけ
けぼ ↔ ぼけ
けま ↔ まけ
けみ ↔ みけ
けむ ↔ むけ
けめ ↔ めけ
けや ↔ やけ
けよ ↔ よけ
けら ↔ らけ
けり ↔ りけ
けれ ↔ れけ
けろ ↔ ろけ
けー ↔ ーけ
げこ ↔ こげ
げさ ↔ さげ
げし ↔ しげ
げじ ↔ じげ
げす ↔ すげ
げそ ↔ そげ
げた ↔ たげ
げち ↔ ちげ
げつ ↔ つげ
げど ↔ どげ
げな ↔ なげ
げに ↔ にげ
げね ↔ ねげ
げひ ↔ ひげ
げへ ↔ へげ
げほ ↔ ほげ
げめ ↔ めげ
げや ↔ やげ
げゆ ↔ ゆげ
げら ↔ らげ
げる ↔ るげ
げろ ↔ ろげ
こご ↔ ごこ
こさ ↔ さこ
こざ ↔ ざこ
こし ↔ しこ
こじ ↔ じこ
こす ↔ すこ
こず ↔ ずこ
こせ ↔ せこ
こそ ↔ そこ
こぞ ↔ ぞこ
こた ↔ たこ
こち ↔ ちこ
こっ ↔ っこ
こつ ↔ つこ
こて ↔ てこ
こと ↔ とこ
こど ↔ どこ
こな ↔ なこ
こね ↔ ねこ
この ↔ のこ
こは ↔ はこ
こば ↔ ばこ
こぱ ↔ ぱこ
こひ ↔ ひこ
こび ↔ びこ
こぴ ↔ ぴこ
こふ ↔ ふこ
こぶ ↔ ぶこ
こへ ↔ へこ
こべ ↔ べこ
こぺ ↔ ぺこ
こほ ↔ ほこ
こぼ ↔ ぼこ
こま ↔ まこ
こみ ↔ みこ
こむ ↔ むこ
こめ ↔ めこ
こも ↔ もこ
こや ↔ やこ
こゆ ↔ ゆこ
こよ ↔ よこ
こら ↔ らこ
こり ↔ りこ
こる ↔ るこ
これ ↔ れこ
ころ ↔ ろこ
こわ ↔ わこ
こん ↔ んこ
こー ↔ ーこ
ごさ ↔ さご
ごし ↔ しご
ごじ ↔ じご
ごす ↔ すご
ごせ ↔ せご
ごぜ ↔ ぜご
ごそ ↔ そご
ごた ↔ たご
ごだ ↔ だご
ごち ↔ ちご
ごつ ↔ つご
ごて ↔ てご
ごと ↔ とご
ごな ↔ なご
ごに ↔ にご
ごね ↔ ねご
ごは ↔ はご
ごひ ↔ ひご
ごび ↔ びご
ごふ ↔ ふご
ごへ ↔ へご
ごほ ↔ ほご
ごぼ ↔ ぼご
ごま ↔ まご
ごむ ↔ むご
ごめ ↔ めご
ごも ↔ もご
ごや ↔ やご
ごゆ ↔ ゆご
ごら ↔ らご
ごり ↔ りご
ごる ↔ るご
ごろ ↔ ろご
ごわ ↔ わご
さざ ↔ ざさ
さし ↔ しさ
さじ ↔ じさ
さす ↔ すさ
さず ↔ ずさ
させ ↔ せさ
さそ ↔ そさ
さた ↔ たさ
さだ ↔ ださ
さち ↔ ちさ
さっ ↔ っさ
さて ↔ てさ
さと ↔ とさ
さど ↔ どさ
さな ↔ なさ
さに ↔ にさ
さぬ ↔ ぬさ
さの ↔ のさ
さは ↔ はさ
さば ↔ ばさ
さぱ ↔ ぱさ
さひ ↔ ひさ
さび ↔ びさ
さぴ ↔ ぴさ
さふ ↔ ふさ
さぶ ↔ ぶさ
さへ ↔ へさ
さほ ↔ ほさ
さぼ ↔ ぼさ
さぽ ↔ ぽさ
さま ↔ まさ
さみ ↔ みさ
さむ ↔ むさ
さめ ↔ めさ
さも ↔ もさ
さや ↔ やさ
さゆ ↔ ゆさ
さよ ↔ よさ
さら ↔ らさ
さり ↔ りさ
さる ↔ るさ
され ↔ れさ
さろ ↔ ろさ
さわ ↔ わさ
ざし ↔ しざ
ざじ ↔ じざ
ざせ ↔ せざ
ざた ↔ たざ
ざと ↔ とざ
ざな ↔ なざ
ざね ↔ ねざ
ざは ↔ はざ
ざば ↔ ばざ
ざび ↔ びざ
ざま ↔ まざ
ざむ ↔ むざ
ざめ ↔ めざ
ざら ↔ らざ
ざり ↔ りざ
ざれ ↔ れざ
ざろ ↔ ろざ
ざわ ↔ わざ
しじ ↔ じし
しす ↔ すし
しず ↔ ずし
しせ ↔ せし
しそ ↔ そし
した ↔ たし
しだ ↔ だし
しち ↔ ちし
しつ ↔ つし
しづ ↔ づし
して ↔ てし
しで ↔ でし
しと ↔ とし
しど ↔ どし
しな ↔ なし
しに ↔ にし
しぬ ↔ ぬし
しね ↔ ねし
しの ↔ のし
しは ↔ はし
しば ↔ ばし
しひ ↔ ひし
しび ↔ びし
しふ ↔ ふし
しぶ ↔ ぶし
しへ ↔ へし
しべ ↔ べし
しほ ↔ ほし
しぼ ↔ ぼし
しま ↔ まし
しみ ↔ みし
しむ ↔ むし
しめ ↔ めし
しも ↔ もし
しや ↔ やし
しゆ ↔ ゆし
しよ ↔ よし
しら ↔ らし
しり ↔ りし
しる ↔ るし
しれ ↔ れし
しろ ↔ ろし
しわ ↔ わし
しー ↔ ーし
じす ↔ すじ
じせ ↔ せじ
じそ ↔ そじ
じた ↔ たじ
じだ ↔ だじ
じち ↔ ちじ
じつ ↔ つじ
じて ↔ てじ
じと ↔ とじ
じど ↔ どじ
じに ↔ にじ
じの ↔ のじ
じは ↔ はじ
じば ↔ ばじ
じひ ↔ ひじ
じび ↔ びじ
じふ ↔ ふじ
じぶ ↔ ぶじ
じべ ↔ べじ
じほ ↔ ほじ
じぽ ↔ ぽじ
じま ↔ まじ
じむ ↔ むじ
じめ ↔ めじ
じも ↔ もじ
じや ↔ やじ
じよ ↔ よじ
じら ↔ らじ
じり ↔ りじ
じる ↔ るじ
じれ ↔ れじ
じろ ↔ ろじ
じわ ↔ わじ
じん ↔ んじ
すず ↔ ずす
すせ ↔ せす
すそ ↔ そす
すた ↔ たす
すだ ↔ だす
すち ↔ ちす
すっ ↔ っす
すつ ↔ つす
すづ ↔ づす
すて ↔ てす
すで ↔ です
すと ↔ とす
すど ↔ どす
すな ↔ なす
すに ↔ にす
すね ↔ ねす
すの ↔ のす
すは ↔ はす
すば ↔ ばす
すぱ ↔ ぱす
すひ ↔ ひす
すぴ ↔ ぴす
すふ ↔ ふす
すぶ ↔ ぶす
すぷ ↔ ぷす
すへ ↔ へす
すべ ↔ べす
すぺ ↔ ぺす
すぼ ↔ ぼす
すぽ ↔ ぽす
すま ↔ ます
すみ ↔ みす
すむ ↔ むす
すめ ↔ めす
すも ↔ もす
すら ↔ らす
すり ↔ りす
する ↔ るす
すれ ↔ れす
すろ ↔ ろす
すわ ↔ わす
すん ↔ んす
ずた ↔ たず
ずだ ↔ だず
ずち ↔ ちず
ずつ ↔ つず
ずて ↔ てず
ずね ↔ ねず
ずの ↔ のず
ずば ↔ ばず
ずぱ ↔ ぱず
ずふ ↔ ふず
ずべ ↔ べず
ずぼ ↔ ぼず
ずま ↔ まず
ずみ ↔ みず
ずむ ↔ むず
ずめ ↔ めず
ずも ↔ もず
ずゆ ↔ ゆず
ずら ↔ らず
ずり ↔ りず
ずれ ↔ れず
ずん ↔ んず
ずー ↔ ーず
せた ↔ たせ
せだ ↔ だせ
せち ↔ ちせ
せっ ↔ っせ
せつ ↔ つせ
せと ↔ とせ
せど ↔ どせ
せな ↔ なせ
せに ↔ にせ
せの ↔ のせ
せば ↔ ばせ
せひ ↔ ひせ
せび ↔ びせ
せふ ↔ ふせ
せぶ ↔ ぶせ
せま ↔ ませ
せみ ↔ みせ
せむ ↔ むせ
せめ ↔ めせ
せや ↔ やせ
せよ ↔ よせ
せら ↔ らせ
せり ↔ りせ
せる ↔ るせ
せろ ↔ ろせ
せわ ↔ わせ
ぜな ↔ なぜ
ぜま ↔ まぜ
ぜや ↔ やぜ
ぜろ ↔ ろぜ
ぜん ↔ んぜ
そだ ↔ だそ
そち ↔ ちそ
そと ↔ とそ
そな ↔ なそ
その ↔ のそ
そは ↔ はそ
そば ↔ ばそ
そひ ↔ ひそ
そふ ↔ ふそ
そぶ ↔ ぶそ
そへ ↔ へそ
そべ ↔ べそ
そぼ ↔ ぼそ
そま ↔ まそ
そみ ↔ みそ
そむ ↔ むそ
そめ ↔ めそ
そも ↔ もそ
そや ↔ やそ
そゆ ↔ ゆそ
そよ ↔ よそ
そら ↔ らそ
そり ↔ りそ
そる ↔ るそ
そろ ↔ ろそ
そわ ↔ わそ
ぞめ ↔ めぞ
ぞん ↔ んぞ
ただ ↔ だた
たち ↔ ちた
たっ ↔ った
たつ ↔ つた
たづ ↔ づた
たで ↔ でた
たと ↔ とた
たど ↔ どた
たな ↔ なた
たに ↔ にた
たぬ ↔ ぬた
たね ↔ ねた
たの ↔ のた
たは ↔ はた
たば ↔ ばた
たぱ ↔ ぱた
たひ ↔ ひた
たび ↔ びた
たぴ ↔ ぴた
たふ ↔ ふた
たぶ ↔ ぶた
たぷ ↔ ぷた
たへ ↔ へた
たべ ↔ べた
たほ ↔ ほた
たぼ ↔ ぼた
たま ↔ また
たみ ↔ みた
たむ ↔ むた
ため ↔ めた
たも ↔ もた
たや ↔ やた
たゆ ↔ ゆた
たよ ↔ よた
たら ↔ らた
たり ↔ りた
たれ ↔ れた
たろ ↔ ろた
たわ ↔ わた
たを ↔ をた
たー ↔ ーた
だち ↔ ちだ
だつ ↔ つだ
だと ↔ とだ
だど ↔ どだ
だな ↔ なだ
だに ↔ にだ
だね ↔ ねだ
だは ↔ はだ
だば ↔ ばだ
だひ ↔ ひだ
だび ↔ びだ
だふ ↔ ふだ
だぶ ↔ ぶだ
だべ ↔ べだ
だほ ↔ ほだ
だぼ ↔ ぼだ
だま ↔ まだ
だみ ↔ みだ
だむ ↔ むだ
だめ ↔ めだ
だも ↔ もだ
だら ↔ らだ
だり ↔ りだ
だれ ↔ れだ
だろ ↔ ろだ
だわ ↔ わだ
だん ↔ んだ
ちぢ ↔ ぢち
ちっ ↔ っち
ちつ ↔ つち
ちづ ↔ づち
ちと ↔ とち
ちな ↔ なち
ちに ↔ にち
ちぬ ↔ ぬち
ちの ↔ のち
ちは ↔ はち
ちば ↔ ばち
ちひ ↔ ひち
ちび ↔ びち
ちふ ↔ ふち
ちぶ ↔ ぶち
ちぷ ↔ ぷち
ちほ ↔ ほち
ちぼ ↔ ぼち
ちま ↔ まち
ちみ ↔ みち
ちむ ↔ むち
ちも ↔ もち
ちや ↔ やち
ちゆ ↔ ゆち
ちよ ↔ よち
ちら ↔ らち
ちり ↔ りち
ちる ↔ るち
ちろ ↔ ろち
ちわ ↔ わち
ちゑ ↔ ゑち
ちん ↔ んち
ちー ↔ ーち
ぢよ ↔ よぢ
ぢれ ↔ れぢ
っつ ↔ つっ
って ↔ てっ
っと ↔ とっ
っぱ ↔ ぱっ
っぴ ↔ ぴっ
っふ ↔ ふっ
っぷ ↔ ぷっ
っぺ ↔ ぺっ
っぽ ↔ ぽっ
つづ ↔ づつ
つて ↔ てつ
つで ↔ でつ
つと ↔ とつ
つど ↔ どつ
つな ↔ なつ
つね ↔ ねつ
つの ↔ のつ
つば ↔ ばつ
つぱ ↔ ぱつ
つび ↔ びつ
つふ ↔ ふつ
つぶ ↔ ぶつ
つぷ ↔ ぷつ
つぺ ↔ ぺつ
つぼ ↔ ぼつ
つぽ ↔ ぽつ
つま ↔ まつ
つみ ↔ みつ
つむ ↔ むつ
つめ ↔ めつ
つも ↔ もつ
つや ↔ やつ
つよ ↔ よつ
つら ↔ らつ
つり ↔ りつ
つる ↔ るつ
つれ ↔ れつ
つー ↔ ーつ
づね ↔ ねづ
づの ↔ のづ
づま ↔ まづ
づみ ↔ みづ
づや ↔ やづ
づゆ ↔ ゆづ
てと ↔ とて
てど ↔ どて
てに ↔ にて
ての ↔ のて
てば ↔ ばて
てひ ↔ ひて
てふ ↔ ふて
てへ ↔ へて
てぺ ↔ ぺて
てぼ ↔ ぼて
てま ↔ まて
てむ ↔ むて
てめ ↔ めて
ても ↔ もて
てら ↔ らて
てれ ↔ れて
てろ ↔ ろて
てわ ↔ わて
てん ↔ んて
てー ↔ ーて
でな ↔ なで
では ↔ はで
でび ↔ びで
でふ ↔ ふで
でま ↔ まで
でみ ↔ みで
でめ ↔ めで
でよ ↔ よで
でり ↔ りで
でれ ↔ れで
でろ ↔ ろで
でわ ↔ わで
でん ↔ んで
とな ↔ なと
とに ↔ にと
とね ↔ ねと
との ↔ のと
とは ↔ はと
とば ↔ ばと
とひ ↔ ひと
とび ↔ びと
とぴ ↔ ぴと
とふ ↔ ふと
とぶ ↔ ぶと
とべ ↔ べと
とほ ↔ ほと
とぼ ↔ ぼと
とぽ ↔ ぽと
とま ↔ まと
とみ ↔ みと
とむ ↔ むと
とめ ↔ めと
とも ↔ もと
とや ↔ やと
とよ ↔ よと
とら ↔ らと
とり ↔ りと
とれ ↔ れと
とろ ↔ ろと
とん ↔ んと
とー ↔ ーと
どな ↔ など
どの ↔ のど
どは ↔ はど
どば ↔ ばど
どぱ ↔ ぱど
どひ ↔ ひど
どふ ↔ ふど
どほ ↔ ほど
どま ↔ まど
どめ ↔ めど
ども ↔ もど
どや ↔ やど
どよ ↔ よど
どら ↔ らど
どり ↔ りど
どろ ↔ ろど
どわ ↔ わど
どん ↔ んど
どー ↔ ーど
なに ↔ にな
なぬ ↔ ぬな
なの ↔ のな
なは ↔ はな
なば ↔ ばな
なひ ↔ ひな
なび ↔ びな
なふ ↔ ふな
なぶ ↔ ぶな
なへ ↔ へな
なほ ↔ ほな
なま ↔ まな
なみ ↔ みな
なむ ↔ むな
なめ ↔ めな
なも ↔ もな
なや ↔ やな
なゆ ↔ ゆな
なよ ↔ よな
なら ↔ らな
なり ↔ りな
なる ↔ るな
なれ ↔ れな
なわ ↔ わな
なん ↔ んな
にぱ ↔ ぱに
にび ↔ びに
にぶ ↔ ぶに
にべ ↔ べに
にま ↔ まに
にむ ↔ むに
にも ↔ もに
にや ↔ やに
によ ↔ よに
にれ ↔ れに
にろ ↔ ろに
にわ ↔ わに
にん ↔ んに
にー ↔ ーに
ぬま ↔ まぬ
ぬみ ↔ みぬ
ぬめ ↔ めぬ
ぬら ↔ らぬ
ぬれ ↔ れぬ
ぬわ ↔ わぬ
ねば ↔ ばね
ねび ↔ びね
ねふ ↔ ふね
ねぶ ↔ ぶね
ねべ ↔ べね
ねほ ↔ ほね
ねぼ ↔ ぼね
ねま ↔ まね
ねみ ↔ みね
ねむ ↔ むね
ねめ ↔ めね
ねも ↔ もね
ねや ↔ やね
ねよ ↔ よね
ねら ↔ らね
ねり ↔ りね
ねる ↔ るね
ねれ ↔ れね
ねろ ↔ ろね
ねん ↔ んね
のは ↔ はの
のび ↔ びの
のふ ↔ ふの
のべ ↔ べの
のぼ ↔ ぼの
のま ↔ まの
のみ ↔ みの
のむ ↔ むの
のめ ↔ めの
のも ↔ もの
のや ↔ やの
のら ↔ らの
のり ↔ りの
のる ↔ るの
のれ ↔ れの
のろ ↔ ろの
のわ ↔ わの
のん ↔ んの
はば ↔ ばは
はひ ↔ ひは
はふ ↔ ふは
はぶ ↔ ぶは
はま ↔ まは
はみ ↔ みは
はむ ↔ むは
はや ↔ やは
はよ ↔ よは
はら ↔ らは
はり ↔ りは
はろ ↔ ろは
はん ↔ んは
ばひ ↔ ひば
ばび ↔ びば
ばぶ ↔ ぶば
ばま ↔ まば
ばみ ↔ みば
ばも ↔ もば
ばや ↔ やば
ばゆ ↔ ゆば
ばら ↔ らば
ばり ↔ りば
ばれ ↔ れば
ばろ ↔ ろば
ばわ ↔ わば
ばん ↔ んば
ぱぴ ↔ ぴぱ
ぱゆ ↔ ゆぱ
ぱる ↔ るぱ
ぱれ ↔ れぱ
ぱろ ↔ ろぱ
ひぶ ↔ ぶひ
ひぼ ↔ ぼひ
ひま ↔ まひ
ひみ ↔ みひ
ひむ ↔ むひ
ひも ↔ もひ
ひや ↔ やひ
ひゆ ↔ ゆひ
ひよ ↔ よひ
ひら ↔ らひ
ひり ↔ りひ
ひれ ↔ れひ
びふ ↔ ふび
びぶ ↔ ぶび
びぼ ↔ ぼび
びむ ↔ むび
びゆ ↔ ゆび
びよ ↔ よび
びら ↔ らび
びり ↔ りび
びる ↔ るび
びれ ↔ れび
びろ ↔ ろび
びわ ↔ わび
ぴり ↔ りぴ
ぴる ↔ るぴ
ふぶ ↔ ぶふ
ふほ ↔ ほふ
ふぼ ↔ ぼふ
ふま ↔ まふ
ふみ ↔ みふ
ふむ ↔ むふ
ふめ ↔ めふ
ふも ↔ もふ
ふや ↔ やふ
ふゆ ↔ ゆふ
ふよ ↔ よふ
ふら ↔ らふ
ふり ↔ りふ
ふる ↔ るふ
ふれ ↔ れふ
ふろ ↔ ろふ
ふわ ↔ わふ
ふゑ ↔ ゑふ
ふん ↔ んふ
ぶほ ↔ ほぶ
ぶま ↔ まぶ
ぶみ ↔ みぶ
ぶめ ↔ めぶ
ぶも ↔ もぶ
ぶや ↔ やぶ
ぶゆ ↔ ゆぶ
ぶよ ↔ よぶ
ぶら ↔ らぶ
ぶり ↔ りぶ
ぶれ ↔ れぶ
ぶろ ↔ ろぶ
ぶわ ↔ わぶ
ぶん ↔ んぶ
ぷら ↔ らぷ
ぷり ↔ りぷ
ぷろ ↔ ろぷ
へほ ↔ ほへ
へま ↔ まへ
へよ ↔ よへ
へら ↔ らへ
へり ↔ りへ
へん ↔ んへ
べむ ↔ むべ
べや ↔ やべ
べよ ↔ よべ
べら ↔ らべ
べり ↔ りべ
べる ↔ るべ
べれ ↔ れべ
べろ ↔ ろべ
べん ↔ んべ
ぺら ↔ らぺ
ぺる ↔ るぺ
ぺろ ↔ ろぺ
ほま ↔ まほ
ほみ ↔ みほ
ほも ↔ もほ
ほや ↔ やほ
ほよ ↔ よほ
ほら ↔ らほ
ほり ↔ りほ
ぼむ ↔ むぼ
ぼめ ↔ めぼ
ぼや ↔ やぼ
ぼよ ↔ よぼ
ぼら ↔ らぼ
ぼり ↔ りぼ
ぼれ ↔ れぼ
ぼろ ↔ ろぼ
ぼん ↔ んぼ
ぽら ↔ らぽ
ぽり ↔ りぽ
ぽる ↔ るぽ
ぽれ ↔ れぽ
まみ ↔ みま
まむ ↔ むま
まめ ↔ めま
まも ↔ もま
まや ↔ やま
まゆ ↔ ゆま
まよ ↔ よま
まら ↔ らま
まり ↔ りま
まる ↔ るま
まれ ↔ れま
まろ ↔ ろま
まわ ↔ わま
まん ↔ んま
まー ↔ ーま
みむ ↔ むみ
みめ ↔ めみ
みや ↔ やみ
みゆ ↔ ゆみ
みよ ↔ よみ
みら ↔ らみ
みり ↔ りみ
みる ↔ るみ
みれ ↔ れみ
みろ ↔ ろみ
みゑ ↔ ゑみ
みー ↔ ーみ
むや ↔ やむ
むよ ↔ よむ
むら ↔ らむ
むり ↔ りむ
むる ↔ るむ
むれ ↔ れむ
むろ ↔ ろむ
むわ ↔ わむ
むん ↔ んむ
むー ↔ ーむ
めも ↔ もめ
めや ↔ やめ
めよ ↔ よめ
めら ↔ らめ
めり ↔ りめ
める ↔ るめ
めれ ↔ れめ
めろ ↔ ろめ
めー ↔ ーめ
もや ↔ やも
もよ ↔ よも
もら ↔ らも
もる ↔ るも
もれ ↔ れも
もろ ↔ ろも
もん ↔ んも
もー ↔ ーも
ゃり ↔ りゃ
やゆ ↔ ゆや
やら ↔ らや
やり ↔ りや
やろ ↔ ろや
やわ ↔ わや
やん ↔ んや
ゆり ↔ りゆ
ゆわ ↔ わゆ
ょり ↔ りょ
より ↔ りよ
よれ ↔ れよ
よわ ↔ わよ
らり ↔ りら
らる ↔ るら
られ ↔ れら
らわ ↔ わら
らー ↔ ーら
りる ↔ るり
りろ ↔ ろり
りわ ↔ わり
りゑ ↔ ゑり
りー ↔ ーり
るれ ↔ れる
るわ ↔ わる
るー ↔ ーる
れー ↔ ーれ
ろわ ↔ わろ
ろー ↔ ーろ
わー ↔ ーわ
んー ↔ ーん

## 回文（左右対称の単語）

### 13文字 (1語)
ほっほっほっほっほっほっほ

### 10文字 (2語)
あららららららららあ
てててててててててて

### 9文字 (9語)
ががががががががが
くくくくくくくくく
たたたたたたたたた
だだだだだだだだだ
ててててててててて
ぬぬぬぬぬぬぬぬぬ
ばばばばばばばばば
へっへっへっへっへ
ほほほほほほほほほ

### 8文字 (9語)
あららららららあ
けけけけけけけけ
ざざざざざざざざ
たたたたたたたた
だだだだだだだだ
はははははははは
ぱぱぱぱぱぱぱぱ
ぷぷぷぷぷぷぷぷ
ぽぽぽぽぽぽぽぽ

### 7文字 (17語)
くっくっくっく
こここここここ
しっしっしっし
じじじじじじじ
だだだだだだだ
ちちちちちちち
ててててててて
とっとっとっと
ととととととと
はっはっはっは
ははははははは
ふっふっふっふ
ぷぷぷぷぷぷぷ
へっへっへっへ
ほっほっほっほ
りりりりりりり
わわわわわわわ

### 6文字 (20語)
あははははあ
あららららあ
いたいいたい
えへへへへえ
おととととお
がががががが
ここここここ
ささささささ
たたたたたた
だだだだだだ
つつつつつつ
てててててて
はははははは
ばばばばばば
ぱぱぱぱぱぱ
びびびびびび
ぴぴぴぴぴぴ
へへへへへへ
まままままま
らららららら

### 5文字 (73語)
あいざいあ
あはははあ
あぶあぶあ
あらららあ
ありたりあ
いひひひい
いろぐろい
ううううう
うふふふう
うほっほう
かかかかか
ががががが
きつねつき
くくくくく
くっくっく
さささささ
さっさっさ
ざざざざざ
しおどおし
ししししし
したがたし
したじたし
したわたし
しっしっし
しらじらし
じんせんじ
すーくーす
ずずずずず
せっせっせ
たたたたた
たったった
だだだだだ
だっだっだ
ちちちちち
ちっちっち
っかしかっ
っからかっ
っこぬこっ
つつつつつ
てってって
ててててて
とっとっと
ととととと
どどどどど
はっはっは
ははははは
ばばばばば
ばらくらば
ばるさるば
ぱっぱっぱ
... 他 23 語

### 4文字 (58語)
あたたあ
あららあ
いそそい
いたたい
いなない
うううう
うふふう
えへへえ
おほほお
かかかか
かたたか
がががが
きききき
きたたき
きつつき
ぎぎぎぎ
くくくく
くつつく
ぐぐぐぐ
ここここ
ごごごご
ざざざざ
しおおし
しけけし
しししし
すすすす
ずずずず
たかかた
たたたた
だだだだ
ちちちち
っかかっ
っくくっ
つつつつ
てててて
でででで
どどどど
ぬぬぬぬ
はははは
ばばばば
ぱぱぱぱ
ひひひひ
びびびび
ぴぴぴぴ
ふふふふ
ぶぶぶぶ
ぷぷぷぷ
へへへへ
べべべべ
ほほほほ
... 他 8 語

### 3文字 (718語)
あああ
あいあ
あうあ
あきあ
あくあ
あぐあ
あしあ
あじあ
あせあ
あてあ
あであ
あにあ
あのあ
あはあ
あぱあ
あぴあ
あみあ
あめあ
あらあ
ありあ
あれあ
あわあ
あーあ
ぃぇぃ
いあい
いいい
いうい
いぇい
いえい
いおい
いかい
いがい
いくい
いぐい
いけい
いげい
いこい
いごい
いさい
いざい
いしい
いじい
いすい
いずい
いせい
いそい
いたい
いだい
いちい
いつい
... 他 668 語

### 2文字 (69語)
ああ
ぃぃ
いい
うう
ええ
おお
かか
がが
きき
ぎぎ
くく
ぐぐ
けけ
げげ
ここ
ごご
ささ
ざざ
しし
じじ
すす
ずず
せせ
ぜぜ
そそ
ぞぞ
たた
だだ
ちち
っっ
つつ
てて
でで
とと
どど
なな
にに
ねね
のの
はは
ばば
ぱぱ
ひひ
びび
ぴぴ
ふふ
ぶぶ
ぷぷ
へへ
べべ
... 他 19 語

